User handle,Date of tweet,Tweet Data
dicaprijesy,09-04-2017,Zayn is probably just like tie-dyeing somewhere minding his own business, i honestly don't understand why yall always come for him
business,11-04-2017,Trump's visa crackdown has Indian students considering Canada and Ireland https://bloom.bg/2olzZih pic.twitter.com/sT0LVNIjkY
KayGuwop_,04-04-2017,All I do is mind my business..
DukeOfMoray,03-04-2017,A "looser" what's a "looser" ?? Do you mean "loser" ??? I'll bet your business isn't that busy??
ColerainFtball,12-04-2017,I tend not 2 air our business on Twitter @ our workouts but what my boys went thru for 2 hrs 2day w/ that finish was EPIC! #udontgrindlikeus
lexiplexed,03-04-2017,Looked on your web site, didn't see a business address or state license. Hummm... Oversight? https://twitter.com/rd_assassinista/status/846068643196628992 …
DPBEATS,06-04-2017,Everyday when you wake up, handle business...
shukricor,03-04-2017,Better NPS Implementation Leads to Disproportionately Better Business and Financial Results | Shukri Cornelius https://goo.gl/FcEtpA 
sserrenax,04-04-2017,When you're in class minding ur damn business and u hear ya man name come out a female's mouth pic.twitter.com/zcjhGuxEwt
Brittany_Battin,04-04-2017,If it's none of my business I don't wanna know
procom2017,12-04-2017,TimeXperts' BPO services are custom tailored to each client’s business model #VentureDiveProcom17 #MergingDimensions
tobedh,03-04-2017,Hepp a business with RT...for Wallpapers, liquid wallpapers, 3D panels contact us on 0802 328 8453 0807 326 5131 pic.twitter.com/HWDCZBnulV
TradeHootz,06-04-2017,Pay Per Click is ideal for local trade business as they service a very local geographic area http://bit.ly/2lPmlmX  #internetmarketingpic.twitter.com/4GKVkAHtDF
ExtraaQ,11-04-2017,Don't worry about me , I'm worried about my business . You should be too
business,07-04-2017,Here's how Chinese farmers use drones to save money and time https://www.bloomberg.com/news/articles/2017-04-06/you-name-the-drone-they-ll-build-it …pic.twitter.com/T07PI4SS6J
RYANSmommy_,10-04-2017,This year has taught me to keep my feelings and business to MYSELF . Nobodies opinion is gonna change how I handle my OWN problems.
IdeasAmerica,03-04-2017,Leading with a Powerful Story http://www.huffingtonpost.com/indigo-ocean-dutton/leading-with-a-powerful-s_b_13940054.html … @HuffingtonPost @IndigoOcean #leadership #business
Entrepreneur,03-04-2017,5 Ways to Get Your Small Business Booming in New International Markets | by @Endiciahttp://entm.ag/ar 
jazminexnewman,03-04-2017,let me do what i want and mind your business.
COCONUTOILBAE,09-04-2017,me after lurking on several people's profiles: i mind my own business that's why skin is clear sweaty
EmanQasim,09-04-2017,"It's not our business" answer of #British police commander was just 3km from ongoing #DeirYassin Massacre, 4/9/1948pic.twitter.com/SQeLTQparv
business,12-04-2017,Donald Trump is issuing an order that will call for rethinking of the government structure https://bloom.bg/2p62ui6 pic.twitter.com/QOowTiyDJ0
gabriellemcbay,10-04-2017,"$100,000 a year is only $273 a day. $273 a day is only $11/hr if you have a business that is running 24 hours."
RickKing16,12-04-2017,#VirtualReality Projected to Become a $7 Billion Business This Year, Hit $75 Billion by 2021 http://buff.ly/2p2DGHI  #vrpic.twitter.com/1eI98K10lu
JSUVideo,08-04-2017,Straight to business... J Day game is this Thursday night!! See you there!! pic.twitter.com/lQb1TlA9Ha
andsotowed,03-04-2017,|| Blog Business Takeover || Today is our last day of the blog business takeover, and the turn… https://www.instagram.com/p/BSZN2vXjvTR/ 
DaShanneStokes,07-04-2017,Shut down everything GOP. There can be no business as usual with them enabling a liar, bigot and sexist. #trumprussia #theresistance #resist
TracksuitDavid,03-04-2017,It's hardly a legitimate business model if it relies on the mass deception of 1,000s of @BetfairExchange customers
GEJonathan,06-04-2017,... farming as a thriving business.
InMarkWeTrust,05-04-2017,Imagine a world where everyone minded their own business
Mikel_Jollett,04-04-2017,Devin Nunes, class of '91 "Business in the front, treason in the back." pic.twitter.com/8cG83y1Gcz
TradeFlo,03-04-2017,9 Essential Elements Every Website Must Have: There are certain pieces… http://dlvr.it/NnQyM0  #Web_Design #business #intel #CRM #tradeflopic.twitter.com/6k3dFK7XJ9
SuccessInsiderr,03-04-2017,Corporation: An ingenious device for obtaining profit without individual responsibility - Ambrose Bierce #quote #profit #business
press_aware,03-04-2017,‘Overcomer’: 4-year-old’s inspiring video reaches millions http://pressaware.com/?p=21337  #business pic.twitter.com/vG3n4AMaPR
RealJeremyNolt,12-04-2017,Back to business as usual? I see the media has taken a break from their WW3 propaganda to do some Sean Spicer bashing.
gradientglobal,03-04-2017,According to The National Women's Business Council, #womenentrepreneurs start businesses w/ 50% less capital http://www.gradientglobalcollective.com . pic.twitter.com/TRLXXQo8DO
utilitywiseplc,08-04-2017,Dealing with your business energy probably isn’t your top priority. We'll take the problem off your hands: http://hubs.ly/H0703N50 pic.twitter.com/t9wFlasuoz
cinfullness,09-04-2017,Shit can get hard in relationships it's not always Peaches and cream. You can't be running telling all ya relationship business either
KaiHolloway,07-04-2017,took #Trump a couple months but hey just picked up where #Obama left off.. #FalseFlag #FalseIdol Business as usual on the plantation...
business,12-04-2017,Amazon considered a takeover of Whole Foods before Jana Partners stepped in, source says https://bloom.bg/2p5EATM pic.twitter.com/PZvMDCFZCH
AgentsCircle,03-04-2017,Two heads are better than one - how a merger could boost your business: http://dld.bz/f2A74 
SpirosMargaris,08-04-2017,#AI fuels business transformations by learning about and knowing users and contents http://bit.ly/2oMoUb6  #fintech @CapgeminiConsulpic.twitter.com/0Fd1EHdiya
jptrib1,04-04-2017,Trump sends his son-in-law in place of Sec of State to cut business deals for him. Pay attention.
BboyKidPanda,03-04-2017,This is some serious business! #newglassespic.twitter.com/eddsZTPwrP
_ToProsperity,03-04-2017,Are you a work opportunist in your business or do you have set times you work? There are benefits to both! #P2P http://bit.ly/p2ppodcast pic.twitter.com/fWs7KQITRh
siIkroadCEO,06-04-2017,A bunch of people with real live bachelors degrees in business and advertising sat around a table and decided that Pepsi ad was a good idea
business,05-04-2017,America's small business owners are hopeful, but they aren't hiring https://bloom.bg/2na4uIO pic.twitter.com/ONUEfiKa0c
HillarySi2016,07-04-2017,No legitimate president has ever conducted official business from golf resort. Visitors log?? Accountability? Promoting his own brand.
MIMIBVAVAL,03-04-2017,Are u talking $175k? Just like members Congress such salary does not produce a muti millions $ fortune more shady business going on down low
CodyZeller,12-04-2017,Momma I made it!!! I'm going to graduate from the Kelley School of Business in May! It's only taken me 6 years but it's a big accomplishment
sathishganesh,07-04-2017,20 Business Travel Tips and Tricks for the Frequent Corporate Traveller http://buff.ly/2oH43G7  #businesstravelpic.twitter.com/xa71xOdynL
__FemaleAthlete,11-04-2017,LEARN to Mind your own BUSINESS 2k17
JSchneider1283,03-04-2017,We're trying to start a little side meal prep business. We prepared about 150 meals between today and yesterday
davidbewart,11-04-2017,a $50 billion tax handout to big business and the banks, but he can't find $500 million to properly fund TAFE and training programs."
B2Community,03-04-2017,5 Must Have Business Plans https://goo.gl/fb/xrsNHY 
mishdad,12-04-2017,MISHA IS WEARING A FAMILY BUSINESS BEER COMPANY HAT
AlanLaing1,05-04-2017,Sage’s #accounting #chatbot #Pegg manages your business #automagically @sharma_kriti @sageuk @sageireland #AIpic.twitter.com/JAXNlSKOu5
Schtaunkhauser,03-04-2017,Sadly Travis, Charlie and Bula aren't even in the same business as Kathy T. They should not be compared. https://twitter.com/maxfawcett/status/848604945276207104 …
Damian010k,10-04-2017,Five-Seven | Monkey Business #CSGOgiveaway TO WIN: - FOLLOW ME AND @DiceCSGO_com - RT + LIKE! - TAG A FRIEND (BONUS) - 4Hpic.twitter.com/TafZTzdHma
KameronBennett,08-04-2017,I shut the fuck Up & work my ass off To handle my business while they party and complain.
tarawellman,03-04-2017,So, back to this statue business. https://twitter.com/tarawellman/status/847622327860776961 …
elusvleprechaun,07-04-2017,In a nod to #Ireland's rich #mythology & history of storytelling our unique photos are an imaginative addition to any #home # business pic.twitter.com/UQWslUx12w
igorvolsky,09-04-2017,Trump's ongoing effort to promote his business and grow his brand as POTUS costs US taxpayers millions https://www.washingtonpost.com/news/politics/wp/2017/03/26/nearly-one-out-of-every-three-days-he-has-been-president-trump-has-visited-a-trump-property/ …
vishwaknp,11-04-2017,@SUGANIL Dreamz is one of fraud business oriented company..They making money ,they wont give any flats .....just enjoying customers hard
deathrowcris,11-04-2017,keep ur business private & move in silence
Korgax007,10-04-2017,#UnitedAirlines I hope that injured gentleman takes you and the police to the cleaners. I'll go out of my to not do business with you.
itsmarie6,12-04-2017,i hate a "get mad and tell your business" bitch..
sacurren,03-04-2017,You'll never guess who benefits from @Nick_Xenophon's $24 billion big business giveaway. #taxcuts #auspolpic.twitter.com/NxvmSHw2aV
InfoMartUSA,03-04-2017,Our clients are at the heart of our business. How does your screening provider stack up? Get the Whole Story: http://www.infomart-usa.com/about/service-to-customers.html …
EPLBible,07-04-2017,Giorgio Chiellini has graduated from the University of Turin, receiving top marks in a Masters degree for Business Administration. pic.twitter.com/WKtIEoXcK8
kurt_lutter,03-04-2017,Gorsuch is a misogynistic anti-worker big business shill @SenDonnelly should go ahead and change his party affiliation. #NoGorsuch
Neelesku,06-04-2017,Marriage becoming a business& a tool for women to harass http://men.Men  have rights too. Join #satyagrah4men @BJP4India @SFFNGOpic.twitter.com/lTO0zn927a
business,06-04-2017,There are signs Britain is getting tougher on financiers, just when it needs to attract them https://bloom.bg/2oFhjvb pic.twitter.com/XowbFNNKCp
SarahNReyna,03-04-2017,You're my child do you want a job at my business — of course! where do you work dad? are you rich https://curiouscat.me/SarahReyna/post/128849430?t=1491160658 …
renoomokri,06-04-2017,If you want money to grow on trees, then branch out with your business. When you have many branches, money will grow on trees #RenosNuggets
DaiJuelz,07-04-2017,THESE HOES DONT REALLY WANT BE YO FRIEND THEY WANT BE IN YOUR BUSINESS !!
4FreedominIran,06-04-2017,We want to make it clear: When you are doing business with #Iran, you are doing business with Khamenei & the #IRGC. #BlacklistIRGC #FreeIranpic.twitter.com/f8rWGDrdd7
Lucasjalyl,07-04-2017,I support the call of MP Haneef. It's time to boycott all business outlets of those who back and support the government. End this regime! pic.twitter.com/u5fn5mNT4w
utilitywiseplc,10-04-2017,You could earn up to £400 cashback and save up to 25% on your business water with the U-Team http://hubs.ly/H070NgL0  #UTWwaterpic.twitter.com/kijHn23unU
1SydNicole,06-04-2017,It takes money to make money. Stop being cheap and invest in your business/self
STrimel,03-04-2017,White House Amateur Hour. Trump's son in law has no business at this table except to promote Trump business strategy. That's his goal. https://twitter.com/warren_bass/status/848515367005818880 …
PTIofficial,07-04-2017,#LISB17 Imran Khan with motivational speech winning the hearts of people @Islamabad Business Summit.He is truly charismatic & inspiring pic.twitter.com/A1hdYazaIq
MartinPadulla,06-04-2017,New business models implies new & diverse forms of work. #DecentWork #iloFOW #futureofworkpic.twitter.com/oC7IxPdYxv
pasquinilli,03-04-2017,Your Business Lives Or Dies By This One Rule!!! http://goo.gl/kbi99A  #success #entreprenuership
therealdjtaayy,03-04-2017,My new sounds: Business unmixed (Prod by- DJ Taayy & 86Zero) https://soundcloud.com/taayy-daniel-taayydaniel/business-unmixed-prod-by-dj-taayy-86zero … on #SoundCloud
HeathClarkBRUK,04-04-2017,Amazon to focus on wooing #business customers in UK as it expands beyond consumers! http://bit.ly/2nXK04K  http://www.HeathClark.co.uk pic.twitter.com/PtMBm9hUIC
Emmanuel_Goh,12-04-2017,#UK Supreme Court rules again on Interpretation of Contracts: business common sense may not save the day http://www.cms-lawnow.com/ealerts/2017/04/supreme-court-rules-again-on-interpretation-of-contracts-business-common-sense-may-not-save-the-day?cc_lang=en … #Insurancepic.twitter.com/xgpe07Lalk
business,09-04-2017,China's four biggest banks are cutting bank tellers as payments move online https://bloom.bg/2nWMI8c pic.twitter.com/9JUg12BRhS
RoguePOTUStaff,07-04-2017,Trump is trying to lead the country the same way he ran his business... Right into the ground.
Matlala_S,06-04-2017,Support black business!!! Brian Bedz @SayEntrepreneurpic.twitter.com/iHk6ouvGR9
AdAgencyFairfax,03-04-2017,Business Owner? #Entrepreneur? Start Up? Blogger? Reach 1,000's of People Per Day http://dld.bz/d6TDF pic.twitter.com/GhfECPVVTS
evideoagency,03-04-2017,Why efficient automation will not always be best for business | @Guardian http://buff.ly/2ooLHJu pic.twitter.com/UvzevYzDum
prettysuzys,09-04-2017,Bein a sueweeties teached me that i shld focus on ppl who i love and not a give a damn of other business (Until if they hurt ur loved ones)
business,05-04-2017,A $60 billion shock awaits the global shipping industry https://bloom.bg/2n9PWZX pic.twitter.com/CV3L38kUxF
ZenyrAH,12-04-2017,//Hanzo Voice// Lets get down to business, to defeat my shame. (He never succeeds) pic.twitter.com/lpHGzNQQCx
commproponline,03-04-2017,#propertyjobs Customer Service Team Leader - B2B in Stockport Business to Business, Team management, Your new com...http://bit.ly/2oe3Ytl 
OntarioStartups,12-04-2017,$22,700 In Government Funding For Vancouver Small Business https://www.canadastartups.org/22700-in-government-funding-for-vancouver-small-business/ …pic.twitter.com/p5jVhTgYhy
Taillefira,03-04-2017,#WELCOMEQATAR #Digital #Magazine #FIFA2022 - We hope to conduct business with you! https://www.linkedin.com/pulse/welcome-qatar-phyllis-dulebenets …pic.twitter.com/v58JzwmZRW
KermitTheFrog,06-04-2017,#ItsNotEasyBeing meme... But that's none of my business.
salam_zaidann,03-04-2017,If it's none of your business then don't ask. It's that simple.
uiucbusiness,11-04-2017,College of Business senior and Student Body President Ron Lewis named to @PoetsAndQuants Best & Brightest of 2017 http://poetsandquantsforundergrads.com/2017/04/08/2017-best-brightest-ronald-lewis-university-illinois/ …pic.twitter.com/EFLQZ0p2Bu
KateMereand,03-04-2017,I want to see this create career & business opportunity in tandem. A whole family perspective requires it. https://twitter.com/flynnglish/status/848562892471500800 …
aliz1202,06-04-2017,Twice took business class on Asiana airline flight to BKK , Asiana airline is also sponsor for Twiceland in BKK
Angelin19673433,11-04-2017,There is not one scenario where nepotism is "a beautiful thing" in public service...none. Government is not a 'Mom & Pop' business.
taylorcaniff,04-04-2017,I'm on the road on some business shit hah i'll return to youtube once i have 6hours to edit. Until then watch some of my own shit.. haha
_bethanyyyr,11-04-2017,It's not hard to mind your own business and focus on you
Celinuchis90,03-04-2017,"Eric #Trump’s business trip to Uruguay cost taxpayers $97,830 in hotel bills" http://wapo.st/2l6gJAP?tid=ss_tw …
morannnn_,03-04-2017,I really feel like if ur in a relationship u shouldn't tell ur boyfriend ur bestfriend business ! period.
MGVZLopez,08-04-2017,Mostly K fans may work & some may mga business..but if we have time khit 1-3 hrs everyday help tayo support ky K. KISSES GracesInsideShowbiz
LaurasVAS,03-04-2017,Why Teachers, Trainers, Tutors and Coaches Need To Build Your Own #Business – Ethical Business http://laurasvas.com/?p=969  #ethics
SusanSolovic,03-04-2017,How to keep your business finances straight and easy to manage >> https://mvb.me/s/50a3cd  #sponsoredpic.twitter.com/W1fhDNMe5W
TransferRelated,07-04-2017,Giorgio Chiellini has graduated from the University of Turin, receiving top marks in a Masters degree for Business Administration. pic.twitter.com/LZ3O1Lp8C8
WTMartyn2,11-04-2017,We have First Class, Business Class, and No Class #NewUnitedAirlinesMottos
J24MU,03-04-2017,: I'd be bopping my head like :wow: this shit fire if she let me smash tho
Hipployta,06-04-2017,I don't understand kpop fandoms. iKON & iKONICs are minding their business &here come randoms to attack with fake receipts. Who does that?
business,03-04-2017,China's just had its worst-ever start to a year for bond defaults https://bloom.bg/2oyPjpz pic.twitter.com/37WbkzCvPL
coedglaspta,12-04-2017,Big THANKYOU @hinch62 @WWHA for your generous donation to @CoedGlas @CoedGlasFundr. Gr8 to have a new business supporting its #community pic.twitter.com/7nO0rN9zft
tonyhemp,07-04-2017,Alternatives to Abortion. How about just minding your own business. It's her body which makes it her choice.
I_Love_Tenders,03-04-2017,Its her pussy if she wanna rent it out thats none of your business
wearetmc,07-04-2017,We've got that #FridayFeeling ready for the East #Cheshire Chamber Business Awards 2017 tonight! Good luck to all of the nominees! pic.twitter.com/dvyNd8kcON
garyvee,06-04-2017,JESSICA ALBA AND BUILDING A BUSINESS EMPIRE | DailyVee 200 http://garyvee.com/DailyVee200 pic.twitter.com/BmaXVb4Mp5
AriesTerms,11-04-2017,#Aries : My Life, my choices, my mistakes, my lessons, not your business.
SocialInFairfax,03-04-2017,Metro DC and Northern Virginia Business Network on LinkedIn. JOIN FREE! https://www.linkedin.com/groups/2965847  Network with professionals
forgeaheadio,05-04-2017,Business Model Transformation - Where Are You? http://bit.ly/2odyfrO : @CloudExpo #DigitalTransformation BigData #BusinessTransformationpic.twitter.com/ZNK1DYcsem
IoTRecruiting,11-04-2017,Developing #Business Models for #IoT #Startups https://www.linkedin.com/pulse/developing-business-models-iot-startups-bill-mccabe … #AI #IoE #IIoT #BigData #BlockChain #Fintech #InternetOfThings #ARpic.twitter.com/9A5JG02bsT
black_lav,03-04-2017,Business ...... @_itslean https://www.instagram.com/p/BSZNmfDhyEm/ 
press_aware,03-04-2017,Snapchat’s New Search System Sifts Through 1 Million Stories http://pressaware.com/?p=23700  #business pic.twitter.com/DvumQp8Uyd
TheMikeAppel,11-04-2017,Ndletyana: BLF are mercenaries. #Zuma is empowering expatriate capital [ #Guptas] at the expense of African business. #PostApartheidState
NoLoudNoise,03-04-2017,"Drew Galloway is amazing, shame he was wasted in WWE" "WWE signing Galloway is them trying to kill the business"
WilkinsonJamesD,04-04-2017,How To Find Out If You're Underpaid http://swft.so/3WLG3LdW  #leadership #business pic.twitter.com/EDnaw5d8QG
RadioMy,03-04-2017,At BlackRock, Machines Are Rising Over Managers to Pick Stocks via /r/business http://ift.tt/2nLKVnf 
ImClydeTheGoat,07-04-2017,My life, my choice, my mistakes, my lesson, none of your business
WomenAboutBiz,03-04-2017,Promoting Your Business Through Guest Blogging A blog and website share almost the same functions with the... http://fb.me/223OE265W 
FoxBusiness,07-04-2017,. @gen_jackkeane on U.S. airstrikes in Syria: "This is going to help Tillerson do business with the Chinese." pic.twitter.com/200p9KIwoB
LauraExley2,06-04-2017,If these @GOPHouse Representatives can't show up to do the people's business, then we'll have to elect some who do. #UniteBlue #Russiagate
mbmigration,03-04-2017,Denmark repeats at the top in Forbes' annual Best Countries for Business. https://www.forbes.com/best-countries-for-business/list/ … via @forbes
TheSharkDaymond,07-04-2017,“When selecting team members to join your startup or small business, pick someone who shares your vision.” @BarbaraCorcoran
JalenDaGaud,05-04-2017,Y'all don't be seeing me bc I be minding my business
faverena,11-04-2017,serena owns these business-woman type looks pic.twitter.com/LMr4O34fv3
polblonde,04-04-2017,Comforting to know that when we no longer have a trade deal with EU, we can do more business with a theocracy that executes ppl in public.
Fact,08-04-2017,Relationships last longer when you don't tell people your business.
BIackKodak,06-04-2017,At this point I don't even wanna hear negative shit about other people; That's their business, not mine.
Letters4America,05-04-2017,IF OBAMA misusing GOVT Intel resources against Trump, who else did they target? Judges? Justice Roberts? Politicians? business leaders? You?
CanadianBaby_,03-04-2017,It ain't nobody's business, but mine & my babyyy
OneWomanShop,03-04-2017,Find out @heyamychick's top source of #business and project inquiries here: http://bit.ly/1Dmqrp6  #community #listbuilding
BarbarossaKaya,10-04-2017,Erdogan's regime created its own self-seeking vampires who tackle their business opponents by slanders. Temur Selman is one of the victims pic.twitter.com/exzIejpOSS
JackWagnerhpk,03-04-2017,Uh oh, Abigail's business is bad @LoriLoughlin @hallmarkchannel @WCTH_TV #Hearties
ipfconline1,09-04-2017,The 12 Key Steps to Consumer Adoption [Infographic] #GrowthHacking #Business pic.twitter.com/nGGMC1cNlF
TheBlack_Daria,04-04-2017,I bet Kandi's aunts, her mama, and Rasheeda's mama get together on weekends to gossip about their children's business. #lhhatl
XRIM,03-04-2017,#XRIM #MONEY business Get ready to see some major changes in NFL games https://bloom.bg/2oxXCSx  pic.twitter.com/e5WppZNwll — Bloomberg (bus…
business,04-04-2017,Qatar will drill in the world's biggest gas field, ending a 12-year freeze https://bloom.bg/2nRUiSw pic.twitter.com/1Ds5vSZGpb
business,11-04-2017,United's response to controversial video was "tone deaf" NYU Stern School professor says https://www.bloomberg.com/news/videos/2017-04-11/nyu-s-galloway-says-heads-should-roll-at-united-video … #Daybreakpic.twitter.com/QrozoKPVN4
pinkshewolf,03-04-2017,The Bestselling Business Books, From 'Blink' To 'The Big Short' http://www.forbes.com/sites/natalierobehmed/2016/10/20/the-bestselling-business-books-from-blink-to-the-big-short/?utm_campaign=crowdfire&utm_content=crowdfire&utm_medium=social&utm_source=twitter …pic.twitter.com/4SmLSkFPRB
swiftinvestor,03-04-2017,Homeowners get better at perceiving home values in September #realestate #business http://bit.ly/2dKucLc 
theMarqueta2,03-04-2017,if u about $ u open up several locations n several cities & start a franchise & remove urself & become an investor & open up other business
FlamingoSEO,03-04-2017,Public Opinion: Why Uber is not Just a Transportation Company – @PsychOfBusiness http://buff.ly/2owbzjN  #business pic.twitter.com/wIxtBAebCv
nikiirosales,07-04-2017,The whole city of Cebu is like a huge fricken high school. No one can mind their own stinkin business
rakimgotti,03-04-2017,This world would be a lil bit better if everyone minded their business
InternetRichez,03-04-2017,http://bit.ly/2gAmC9R  RT @RandyHilarski: All Business? Bitcoin is Becoming a Hobby for Exchange Employees http://ow.ly/CzxM50aACuD 
local_page,03-04-2017,Local Business Owners Urge Resident to Vote Yes - Framingham, MA Patch https://www.dub.io/s/108753  #local #business pic.twitter.com/XEDQfRf19F
CitizenSlant,05-04-2017,WATCH: CBS Reporter Checks Sean Spicer During Presser: ‘White House Isn’t Meant to be Run as a Family Business’ http://citizenslant.com/reporter-spice …pic.twitter.com/9ZrCh0guG2
TheStarBreaking,06-04-2017,GOVT waives fees for title searches at Land Registries to cushion Kenyans from unnecessary costs and make doing business in Kenya easier.
47int,03-04-2017,Can Livestreaming Replace Blogging? One Fashion Influencer Says No http://ift.tt/2oqm2Rj  #startup #entrepreneur #business
DebszGraham,06-04-2017,It's Not A Secret, It's Just Noone's Business.
SouthSideSu_,03-04-2017,I wonder when u females gone stop telling everybody yo fucking business , they gone speak on yo ass soon as u stop fucking wit em dummy
__Jawon,03-04-2017,Hey pal, no more funny business or I will call authorities next time buddy pic.twitter.com/gE1vaIivoT
tjfromhtown,03-04-2017,Even though the Spurs had the number of those early 2000 Suns teams, Stoudemire use to give Duncan the fucking business!
LisbethC101,12-04-2017,. @united You lost our respect when you lost our luggage. You lost our BUSINESS when you ABUSED a passenger! #ATNpic.twitter.com/J5QBuKvejd
ActiveResistanc,04-04-2017,Just like Jared Kushner has no business parading himself as a representative of the US government
utilitywiseplc,08-04-2017,It's easier to switch your business water supplier than you think! http://hubs.ly/H06___M0  #UTeam #openwatermarketpic.twitter.com/Y41znE7wEq
teakingw,09-04-2017,When people ask you how exactly a $24 billion give away to business will actually be good for the economy? #insiders #auspolpic.twitter.com/7Vusp2hZtD
demigoddessnik,08-04-2017,I honestly don't like being questioned. If it was your business to know, you'd know.
business,10-04-2017,Analysts say senior bank creditors may not be as safe as you think https://bloom.bg/2nZCV1p pic.twitter.com/DlPKk0M4rv
Sohnasi,05-04-2017,Business Opportunities for West African Women in a Changing Energy Value Chain #CEAfrica #gender @AfDB_Group @ECREEE_ECOWASpic.twitter.com/a8rX3sRKHz
Forbes,06-04-2017,Budweiser boss promises big shift into renewable energy. Why? "It's good for business." http://on.forbes.com/60148jHUA pic.twitter.com/ZvaS8SM517
GeorginaTimothy,05-04-2017,@DeborahMeaden on stage now giving awesome advice on building business..but the socks are stealing the spotlight! #sagesummit @sageukpic.twitter.com/FB41TcqXiv
lauraa95xx,03-04-2017,I respect those who are vegan and I'd like the same respect back. It's no one else's business what I or other people choose to eat!
_fintech,03-04-2017,#Fintech #Operations in London: Agile Business Analyst role at Adaptive Financial Consulting Ltd, co http://www.fintechers.io/77534 
SMirrorJobs,03-04-2017,Business Support Coordinator - Farnham - We Work Recruitment #JobsInSurrey #Surrey Jobs http://jobs.localworld.co.uk/job/505292716/business-support-coordinator/?TrackID=253 …
TheCyberSecHub,09-04-2017,#Bigdata & #Analytics | Infographic #datascience #AI #machinelearning #ML #deeplearning #DL #business #Industry40 #digital #innovation #techpic.twitter.com/oD5icljoeI
theavakernow,03-04-2017,[Quick Tip] The first step to #SocialMedia #analytics success is to outline your business objectives or goals. pic.twitter.com/hhLLUoOWrS
RepublicanChick,07-04-2017,I voted for #AmericaFirst we have no business in other countries and shedding American blood @POTUS #SyrianHoaxpic.twitter.com/wEUyZz3Dkt
ashishsaxenaevr,08-04-2017,#SchoolFeeLoot @ZeeNews @myogiadityanath UP School Educaton turned iinto Most Profitable business.. Bring a Regulatory law.
ispeak_sarcasms,04-04-2017,If I said I'm going to bed and you see me on social media right after, mind ya business. Talk to you in the morning
_LightSkin_Slim,03-04-2017,Shout out to good girls that's gone handle their business
InxsyS,11-04-2017,Delta has has similar over-bookings.They simply offered more money until someone took them up on it. This is how you do business United!
Taurushoroscop,12-04-2017,#Taurus don't take themselves seriously they take business serious.
Numerology2016,04-04-2017,Let people do what they need to do to make them happy, mind your own business, & do what you need to do to make you happy.
khalabreaux,04-04-2017,you not finna be my friend and tell me my business ain't yours. you can't pick and choose when you want to be deeply involved with me.
ClouDatAI,03-04-2017,3RMarketO : 6/10-11 Berlin AI Big Data Cloud Boot Camp - http://eventbrite.com/e/berlin-deep-learning-pb-scale-ai-big-data-cloud-boot-camp-build-operate-data-pipeline-data-lake-tickets-33369142002 … Complete Guide Buying Business : http://www.amazon.com/gp/product/1413312675/ref=as_li_tf_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1413312675&linkCode=as2&tag=hardwaresoftw-20 …
ThePaybackBros,03-04-2017,A standing ovation for a man who has given this business so much over the years. #ThankYouTaker #WrestleMania -BDaManpic.twitter.com/TGaaIGAJ1X
KNWAnews,03-04-2017,U of A Students' Dog Business Helped Find Four-legged Friends a Home -- http://bit.ly/2nOBqoT?utm_medium=social&utm_source=twitter_KNWAnews … #NWAnews #NWArkpic.twitter.com/sAIiIm2aH4
tripleincomehub,03-04-2017,Transform lives don't just give information.#business#entrepreneur#growth#success#beapro#income#millionairemindset pic.twitter.com/It1P2IQkeJ
ayotristanie,07-04-2017,If someone is clearly being racist and as my friend, you don't say anything because it's "none of your business", stay away from me.
keepspyinonme,03-04-2017,U ever jus chillen mindin ur business n a random ass song like dab of ranch pops up in ur head n jus gets stuck there... how? Why? Who r u?
bugwannostra,03-04-2017,Internships aren't jobs & growth it's cheap labour for business. It undermines Awards & real employment.Our govt is half arsed. #theprojecttvpic.twitter.com/BEPmC20NrM
Baite_Inside,04-04-2017,Want to make money in Kenya, sell them HOPE and it's big business. #ViciousSacco
business,06-04-2017,A $60 billion shock awaits the global shipping industry https://bloom.bg/2nMhT67 pic.twitter.com/gzaQQYWqJ2
business,12-04-2017,Morgan Stanley CEO James Gorman says repealing Dodd-Frank would be a mistake https://www.bloomberg.com/features/peer-to-peer/ …pic.twitter.com/bAVoMTKmA7
HeberSoccer,07-04-2017,Handled business tonight, 3-0 over BIC! @twandrews11 with the hat trick, a strong defensive performance for the shutout keeps us rolling!
KwikWarren,09-04-2017,Jared has no business monitoring battlefield. #KushnerAtWar is a farce. But then again, so is Trumpy the Clown being in the White House
tberger80,12-04-2017,Some folks believe VMware Horizon has caught up to XenDesktop in terms of Skype for Business support. Well, not quite... pic.twitter.com/dy7IqPDZVl
AGJDaniels,03-04-2017,How to Magically Make Money from Every Prospect You Talk To. 7 Online Business Secrets - http://bit.ly/2gHm1jn 
SergiuNistor_,03-04-2017,http://ift.tt/2oqm2Rj  Can Livestreaming Replace Blogging? One Fashion Influencer Says No #Business #Trends #BusinessTrends #Money #Succe…
1813Doncarlo,03-04-2017,Maybe, that's a question as long as we can't see his taxes. But that information's in his business/financial disclosure forms, also secret.
KeeButNoChain,07-04-2017,New Black-Owned Business alert in Tally pic.twitter.com/cteJZY0ppp
Itzshowtim3__,07-04-2017,The United States has been "At Peace" for a total of 17 years out of the 239 years we've been a country. This is business as usual for us.
